index,title,abstract 
203,PENGEMBANGAN ARAH SUDUT COLOR CO-OCCURRENCE MATRIX  UNTUK IMAGE RETRIEVAL CITRA BATIK,"Content Based Image Retrieval (CBIR) merupakan sistem pencarian citra menggunakan citra sebagai query yang di cocokan melalui proses similarity dengan citra yang ada di database. Fitur utama yang dimanfaatkan pada image retrieval sebagai query meliputi fitur warna, tekstur, dan shape. Ketiga fitur tersebut dapat digunakan untuk mencari citra yang diinginkan.
 Dalam penelitian Tugas Akhir ini, similarity atau kemiripan suatu citra query dibandingkan dengan citra  pada database yang telah di-training  sebelumnya menggunakan fitur warna. Hal ini dikarenakan fitur warna lebih mudah untuk diidentifikasi terhadap suatu citra.  Pada penelitian ini menggunakan metode ekstraksi fitur Color Co-occurrence Matrix (CCM) dan similarity Modified Color Co-occurrence Matrix (MCCM) untuk menentukan kemiripan suatu citra batik.
Pengujian dilakukan dengan menggunakan lima skenario yang berbeda dengan mengubah nilai kuantisasi hue dari citra. Kuantisasi yang dilakukan pada penelitian ini menggunakan kuantisasi hue 6, kuantisasi hue 12, kuantisasi hue 18, kuantisasi hue 24, dan kuantisasi hue 30. Dari lima skenario yang dilakukan akurasi tertinggi terdapat pada skenario ke lima yaitu menggunakan kuantisasi hue 30 dengan hasil akurasi 62% untuk Color Co-occurrence Matrix,  dan 65% untuk Modified Color Co-occurrence Matrix.
"
204,PENGENALAN JENIS KELAMIN BERBASIS KERNEL PRINCIPAL COMPONENT ANALYSIS,"Gender Recognition  adalah salah satu penelitian di bidang biometrik dan computer vision yang cukup popular. Gender Recognition adalah pengembangan dari Face Recognition, Gender Recognition dapat mengklasifikasikan citra menjadi 2 kelas yaitu perempuan dan laki-laki. Tugas Akhir ini menggunakan 400 citra, 200 citra perempuan dan 200 citra laki-laki dan memakai database JAVE yang telah teruji sebelumnya. Ada 2 tahapan penting dalam penelitian ini, tahap pertama ektraksi fitur menggunakan metode Kernel Principal Component Analysis. Metode kernel dapat membuat representasi data pada ruang kernel dengan menggunakan fungsi non-linear dan kernel yang digunakan adalah linier kernel. Tahap kedua adalah pengukuran jarak kemiripan citra testing terhadap citra training menggunakan metode 2D Correlation Coefficient yang bekerja dengan cara mengalikan data training dan data testing kemudian membagi dengan hasil akar kuadratnya. Metode kernel berjalan cukup baik karena memperoleh akurasi lebih tinggi dari metode dari penelitian sebelumnya yang telah digunakan. Akurasi tertinggi yang dihasilkan pada penelitian ini mencapai 92%."
205,"SISTEM PENDUKUNG KEPUTUSAN PENENTUAN UANG KULIAH TUNGGAL (UKT) DENGAN METODE NAIVE BAYES  
DI UNIVERSITAS TRUNOJOYO MADURA
","Mulai tahun ajaran 2013/2014 terdapat perubahan sistem pembayaran kuliah yang diterapkan kepada seluruh Perguruan Tinggi  Negeri (PTN) yang disebut dengan Uang Kuliah Tunggal (UKT). UKT merupakan besaran biaya yang dibayarkan oleh mahasiswa pada setiap semester berdasarkan kemampuan ekonominya. Sehingga besaran nilai UKT antara mahasiswa berbeda-beda. Besaran nilai UKT dibagi menjadi empat golongan, golongan pertama bernilai Rp.1000000, golongan kedua Rp.1800000, golongan ketiga Rp.2250000 dan golongan keempat bernilai Rp.2500000. Dalam penentuan UKT digunakan beberapa kriteria sebagai pertimbangan, yaitu penghasilan orang tua, PBB, PDAM,  daya listrik dan tanggungan keluarga.  Dengan perubahan sistem pembayaran kuliah yang baru tersebut Universitas Trunojoyo Madura (UTM) masih menentukan UKT secara manual, sehingga mengakibatkan banyak peluang terjadinya kesalahan, tingkat akurasinya rendah serta membutuhkan waktu yang lama, hal tersebut sangat kurang efisien dalam pengolahan data. Pada penelitian ini metode yang digunakan adalah Naïve Bayes, karena merupakan metode sederhana yang mudah diimplementasikan, mempunyai waktu komputasi yang cepat serta tingkat akurasinya tinggi. Dalam penentuan UKT digunakan dua metode pengolahan data, yaitu numerik dan kategorik.Hasil pengujian menunjukkan bahwa penentuan UKTdengan kedua metode pengolahan data tersebut mempunyai tingkat akurasi yang berbeda, penentuan UKT dengan metode pengolahan data numerik memiliki tingkat akurasi 88%,  sedangkan menggunakan metode pengolahan data kategorik memiliki tingkat akurasi 90%."
206,PEMANFAATAN DATA MINING UNTUK SISTEM REMEDIAL MENGGUNAKAN METODE FP-Growth BERBASIS WEB,"E-learning merupakan suatu sistem belajar mengajar dengan metode baru yaitu menyampaikan materi pembelajaran dan kegiatan belajar yang berlangsung di dalam suatu sistem yang terhubung dengan internet. Kegiatan belajar mengajar hampir sama dengan sekolah, yaitu, mempelajari materi, latihan soal dan ujian akhir atau disebut juga dengan post test. Dalam penelitian ini, peneliti menambah fitur pada sistem remedial pada e-learning yang menampilkan rekomendasi pembelajan terhadap siswa setelah menyelesaikan latihan soal. Jika siswa tidak dapat lulus pada latihan suatu bab, maka siswa mempelajari kembali bab yang direkomendasikan oleh sistem dan juga mengikuti latihan kembali. Untuk memperoleh pola remedial digunakan Algoritma FP-Growth yatu salah satu algoritma pada metode Association Rules. Data yang diolah untuk membentuk pola rekomendasi remedial adalah data ujian harian siswa di sekolah. Hal ini berdasarkan pada Market Basket Analysis yaitu pembentukan suatu pola untuk menentukan letak susunan barang pada atau pasar berdasarkan transaksi belanja yang sudah pernah ada market sebelumnya, dengan melihat besar persentase hubungan antar barang yang dibelanjakan. Pada sistem remedial, sistem akan membentuk pola berdasarkan bab dengan nilai latihan tidak lulus.

Kata kunci : Association Rules, E-learning, FP-Growth, Market Basket Analysis,  Remedial"
207,RANCANG BANGUN GAME RUMAH PERKALIAN,"Game Rumah perkalian merupakan salah satu game edukasi matematika. Game ini dapat membantu pemain dalam belajar perkalian maupun untuk mengasah kemampuan berhitung. Game Rumah Perkalian ini menyerupai game Tic-Tac-Toe atau yang lebih dikenal dengan XOX. Akan tetapi pada game Rumah Perkalian terdapat fitur tambahan yaitu perhitungan perkalian. Perkembangan teknologi yang semakin pesat telah menghadirkan teknologi smartphone atau ponsel pintar, salah satunya adalah Android. Kehadiran Android dapat digunakan sebagai media game. Baik itu untuk membuat game maupun untuk bermain game. Pada penelitian ini, game Rumah Perkalian dibangun dengan menggunakan bahasa pemrograman Java. Sedangkan media implementasi yang dipilih adalah smartphone yang berbasis Android. Pada penelitian ini, game Rumah Perkalian dibangun dengan menggunakan bahasa pemrograman Java. Sedangkan media implementasi yang dipilih adalah smartphone berbasis Android. Penelitian ini bertujuan untuk mengetahui apakah game Rumah Perkalian dapat berjalan dengan baik pada smartphone Android atau tidak. Dari penelitian ini diperoleh kesimpulan bahwa game Rumah Perkalian dapat berjalan dengan baik pada smartphone Android. Resoulusi game berjalan optimal pada device yang memiliki resolusi 320 x 480 piksel serta untuk semua device yang memiliki perbandingan resolusi 2:3 atau 3:2. Dengan adanya penelitian ini diharapkan dapat membantu pemain dalam memperkuat kemampuan berhitung khususnya perkalian."
208,Kontrol Ultrasonic Rangefinder dan Pergerakan Robot Pemadam Api Menggunakan Fuzzy Logic,"Robot merupakan salah satu teknologi yang diminati dalam beberapa tahun terakhir. Pemanfaatan robot yang sering kali ditemukan pada bidang industri telah banyak membantu pekerjaan manusia. Selain itu juga dikembangkan robot-robot yang dapat membantu untuk menyelesaikan misi di medan berbahaya, seperti robot penjinak bom dan robot pemadam api. Robot pemadam api merupakan robot yang mendapat perhatian dari pemerintah Indonesia dalam pengembangannya. Diadakannya Kontes Robot Pemadam Api Indonesia (KRPAI) merupakan dukungan pemerintah terhadap mahasiswa di universitas untuk mengembangkannya. Robot pemadam api yang dirancang pada penelitian ini menggunakan sensor ultrasonic sebagai pengkur jarak, UVTron sebagai pendeteksi api, dan photodioda untuk membedakan warna lantai. Sistem pergerakan robot dalam melakukan pencarian api menggunakan metode fuzzy logic yang terdiri dari dua input dan output. Input dari kontroler fuzzy ini merupakan data dari sensor ultrasonic depan dan kanan, sedangkan outputnya merupakan kecepatan motor kanan dan kiri pada robot. Pada ujicoba terhadap kontroller fuzzy yang dilakukan di 60 kondisi berbeda, robot hanya mengalami error pada motor kanan sebesar 0,10% dan motor kiri sebesar 0,28%. Sedangkan pada pengujian robot dalam mencari dan memadamkan api, didapatkan tingkat prosentase keberhasilan sebesar 100%. Penggunaan fuzzy logic sebagai kontroller mampu membuat robot bergerak stabil, responsif, dan terhindar dari halangan dalam pergerakannya."
209,"ANALISA JARINGAN IPV4 DAN IPV6 PADA LOCAL AREA NETWORK (LAN) DENGAN SISTEM TUNNELING 
(Studi Kasus : Teknik Informatika Universitas Trunojoyo Madura)","Penerapan sistem tunneling dalam suatu jaringan merupakan salah satu cara untuk mengintegrasikan jaringan IPv4 dengan jaringan IPv6. Sistem tunnel yang dipakai dan diimplementasikan dalam penelitian ini adalah tunnel IPv4 over IPv6 dan tunnel IPv6 over IPv4, dimana dari keduanya akan dibandingkan nilai Quality Of Service (QOS) dengan parameter pengukur seperti kecepatan upload, download, delay, paket loss, troughput dan juga jitter. Pengambilan data dilakukan pada saat upload file dari client ke server serta download file dari client ke seirver dengan menggunakan aplikasi network analyzer yakni wireshark. Dari penerapan sistem tunneling di Lab Terpadu Teknik Informatika Universitas Trunojoyo Madura didapat beberapa kesimpulan bahwa pada saat upload file QOS jaringan IPv4 Over IPv6 lebih bagus dari jaringan IPv6 over IPv4, ini dibuktikan dari nilai delay, paket loss dan jitter dari IPv6 over IPv4 lebih tinggi sedangkan nilai troughput-nya lebih rendah IPv6 over IPv4. Sementara pada saat download file, QOS jaringan IPv6 over IPv4 lebih bagus dari jaringan IPv4 over IPv6, ini dibuktikan dari nilai delay, paket loss dan jitter dari IPv4 over IPv6 lebih tinggi sedangkan nilai troughput-nya lebih rendah IPv4 over IPv6 "
210,RANCANG BANGUN DATA CENTER UKM (USAHA KECIL MENENGAH) MENGGUNAKAN SISTEM TERDISTRIBUSI DATABASE ORACLE BERBASIS E-COMMERCE,"UKM (Usaha Kecil dan Menengah) adalah kegiatan ekonomi yang dilakukan oleh perseorangan atau rumah tangga maupun suatu badan, yang bertujuan untuk memproduksi barang ataupun jasa untuk diperniagakan secara komersial yang berada dibawah pengawasan Dinas Pemerintah. Untuk membantu UKM dalam melakukan pemasaran dan penjualan ialah sebuah sistem penjualan online yang berbasis E-Commerce yang digunakan untuk mencatat transaksi penjualan dan mampu menghasilkan informasi-informasi yang dibutuhkan. Sistem juga dapat diakses kapanpun dan dimanapun serta mampu menghasilkan informasi penjualan secara otomatis. Maka dari itu dibutuhkan pemusatan data atau Data Center sebagai wadah untuk mendukung keefektifan sistem dalam melakukan pengolahaan dan pengadministrasian data. Sehingga Data Center akan menjadi media pemusatan data serta penghubung akses antara UKM dan Dinas Pemerintah dalam pendistribusian data dan informasi. Untuk mendukung pengembangan konsep Data Center akan menggunakan sistem terdistribusi pada Data Center dan masing-masing UKM, karena sistem terdistribusi memiliki keuntungan meliputi pengawasan distribusi, reability, availability, kecepatan dalam pemprosesan query. Dengan dimplementasikan pembangunan Data Center dengan menggunakan sistem terdistribusi pada Dinas Pemerintah selaku yang menaungi UKM akan membantu dalam mengetahui informasi terbaru baik itu informasi perubahan data maupun penjualan produk dari UKM."
211,"PENGELOMPOKAN INDUSTRI KECIL MENENGAH DALAM PENGGUNAAN TEKNOLOGI INFORMASI MENGGUNAKAN METODE K-MEDOID
(STUDI KASUS : INDUSTRI KECIL MENENGAH BATIK DAN JAMU KABUPATEN BANGKALAN MADURA)","Industri Kecil Menengah (IKM) merupakan salah satu bentuk usaha Kecil dan Menengah (UKM) yang mampu membantu pertumbuhan ekonomi di dalam nasional dan regional. Ketatnya persaingan pasar dan banyaknya jumlah IKM akan mempengaruhi tingkat pemasaran. Dengan memanfaatkan penggunaan TI pada IKM akan membantu memperluas tingkat pemasaran sehingga penggunaan TI menjadi salah satu akses bagi IKM untuk mengembangkan usahanya. Peran TI pada IKM semakin penting pada saat ini dikarenakan sudah memasuki era informasi. Pemanfaatan penggunaan TI pada IKM di Kabupaten Bangkalan kurang dimanfaatkan karena minimnya pengetahuan dalam penggunaan TI. Dalam penelitian ini dilakukan pengelompokan (clustering) yang merupakan metode data mining yang membagi data kedalam kelompok-kelompok yang mempunyai objek yang karakteristiknya sama. Pada penggunaan tingkat TI di IKM akan dilakukan pengelompokan berdasarkan kriteria TI menggunakan metode k-medoid menggunakan distance measure: Manhattan, Euclidean, dan Canberra distance. Untuk memvalidasi data setelah proses clustering digunakan Davies Bouldin Index (DBI). Semakin kecil nilai DBI maka semakin baik kualitas cluster."
212,Aplikasi Penerjemah Dari Bahasa Indonesia Ke Bahasa Madura Dengan Menggunakan Metode Rule Based,"Sedikitnya pengetahuan dan minimnya pola pelestarian tentang bahasa Madura menyebabkan bahasa tersebut kurang terjaga kelestarianya. Hal tersebut dikarenakan proses globalisassi dan urbanisasi yang berpotensi memicu terjadinya asimilasi dan akulturasi budaya, terutama didaerah perkotaan. Keadaan tersebut memicu terbentuknya bahasa baru (bahasa gaul) yang lebih disukai terutama oleh kalangan pemuda. Dan juga munculnya sekolah nasional dan internasional yang mewajibkan siswa untuk berkomunikasi menggunakan bahasa asing. Oleh karena itu, perlu adanya pola pembelajaran yang lebih efektif agar bahasa Madura tetap terjaga kelestariannya. Salah satunya dengan membuat aplikasi penerjemah dari bahasa Indonesia ke bahasa Madura dengan menggunakan metode Rule Based. Aplikasi ini juga dibuat sebagai salah satu penyebaran dan pengenalan bahasa Madura ke masyarakat luar Madura sehingga bahasa Madura akan tetap terjaga kelestariannya karena aplikasi penerjemah ini mampu menerjemahkan dari bahasa Indonesia ke bahasa Madura dengan baik
Kata kunci: Kamus Lengkap Bahasa Madura, Enhanced Confix Stripping Stemmer, Rule Based.
"
213,IMPLEMENTASI DAN ANALISIS QUALITY OF SERVICE JARINGAN LAN DAN VLAN TRUNKING PADA LAB TERPADU UTM,"VLAN merupakan sebuah cara untuk memecah Jaringan menjadi beberapa Jaringan (segmen) yang lebih kecil. Tujuan VLAN adalah untuk memperkecil jumlah traffic broadcast pada masing-masing subnet. VLAN digunakan untuk mengatasi kekurangan yang ada pada LAN, seperti penggunaan  alat-alat jaringan yang kurang efisien. Ada beberapa mode VLAN salah satunya yaitu mode Trunking dimana mode trunk ini mempunyai kecepatan yang sangat tinggi (100 s.d 1000 Mbps) dan mode trunk ini dapat menghubungkan bebrapa VLAN yang berbeda, sehingga konsep VLAN trunking banyak digunakan oleh masyarakat maupun perusahaan.
Dalam tugas akhir ini akan dilakukan analisis Quality of Service pada jaringan LAN dan VLAN Trunking pada Lab terpadu UTM. Dari hasil analisis yang telah dilakukan, diperoleh bahwa jaringan VLAN Trunking lebih unggul dari pada jaringan LAN , dilihat dari paramter delay dan jitter hampir semua nilai delay dan jitternya cenderung lebih kecil jaringan VLAN Trunking, sedangkan dilihat pada trhoughput disini jaringan LAN lebih unggul dari pada jaingan VLAN akan tetapi dalam keadaan jaringan terbebani trafik yang kecil. Hal tersebut dibuktikan ketika  trafik  pada jaringan ditambah maka jaringan VLAN Trunking lebih unggul dari pada LAN. Packet loss disini masih belum bisa didapat karena skala jaringan yang diukur masih dalam skala kecil sehingga paket yang loss masih 0%.
"
214,Rancang Bangun Game Mobile Edukasi Matematika dengan Memanfaatkan Library Android Speech,"Smartphone saat ini bukan lagi menjadi barang mewah bagi masyarakat Indonesia pada umumnya. Melalui smartphone, seseorang dapat menikmati berbagai macam hiburan, seperti aplikasi, pemutar musik, buku elektronik, internet, dan game (permainan). Aplikasi yang paling populer adalah game. Game merupakan media hiburan yang murah dan menarik terutama bagi anak-anak. Beragam jenis game dengan tampilan dan tingkat kesulitan yang menantang membuat game menjadi aplikasi yang digemari oleh hampir seluruh kalangan pengguna smartphone. Oleh karena itu, pada Tugas Akhir (TA) ini dibangun sebuah game untuk Android mobile. Dalam penelitian ini, diciptakan sebuah game bernama GASING (Gampang, Aisk, Menyenangkan) menggunakan teknologi speech recognition atau pengucapan suara yang bertujuan untuk mempermudah serta memotivasi dalam belajar matematika. Matematika dianggap pelajaran yang sulit, rumit dan membosankan oleh kebanyakan peserta didik. Pemahaman salah ini mengakibatkan anak-anak pun ikut enggan untuk mempelajari matematika. Dalam game ini dibangun dua mode permainan, yaitu single player dan multiplayer (maksimal 2 pemain). Mode single player, pemain melawan sistem yang tersedia 5 level dengan jumlah soal dan kesulitan berbeda-beda. Sedangkan mode multiplayer, pemain melawan pemain lain menggunakan bluetooth sebagai media perantaranya. Inti game ini adalah pemain hanya menjawab soal matematika dengan pengucapan angka dalam bahasa indonesia yang baik dan benar."
215,"RANCANGBANGUNSISTEMINFORMASI
AKADEMIKSEKOLAHBERBASIS WEB
 (STUDIKASUS: SMK NEGERI 6 SURABAYA)","Pelayanan guru terhadap siswa dan kepada pihak pihak terkait (walikelas dan bidang Kurikulum) dalam pengumpulan penilaian semester dan tahunan masih bersifat manual dan lambat. Sebagai solusi yang tepat maka aplikasi web sistem akademik sekolah dibangun untuk mengatasi permasalahan yang dihadapi oleh segenap stakeholder sekolah.. Dengan adanya aplikasi website ini, pihak kurikulum,wali kelas serta guru dapat menyelesaikan waktu dalam penyerahan nilai raport kepada siswa. Dan juga tidak membatasi aktivitas guru dalam melakukan tugasnya terlebih pada saat pengumpulan nilai siswa-siswi.
Kata kunci : website, stakeholder, sistem akademik sekolah, kurikulum "
216,"
PERANCANGAN DAN PEMBUATAN APLIKASI PENCARIAN INFORMASI BEASISWA DENGAN MENGGUNAKAN COSINE SIMILARITY
","Banyak informasi beasiswa yang ada di internet, di satu sisi memunculkan kesulitan bagi para pencari beasiswa untuk mendapatkan informasi beasiswa. Konsep sistem pencarian berbasis information retrieval (IR), dapat digunakan untuk proses mencari informasi beasiswa melalui media internet. Pembangunan IR pada penelitian ini menggunakan konsep vector space model (VSM). Untuk pengumpulkan data informasi beasiswa menggunakan Web Crawler, hasil dari proses crawling akan disimpan ke dalam basis data. Aplikasi Web Crawler yang digunakan adalah Web Crawler Vietspider. Kesamaan data beasiswa yang akan diintegrasikan oleh cosine similarity. Dengan menggunakan cosine similarity untuk membentuk data beasiswa yang relevan satu sama lain yang dibutuhkan oleh user berdasarkan query yang dimasukkan. Berdasarkan hasil dari pengujian sistem, didapatkan nilai minimal cosine similarity paling baik adalah threshold 0,1. Dengan rata-rata presentase nilai f-measure atau tingkat efisiensi kinerja sistem ini mencapai    19,9 %."
217,PENGEMBANGAN SISTEM PENDUKUNG KEPUTUSAN PENEMPATAN DAN PENILAIAN KINERJA KARYAWAN MENGGUNAKAN ALGORITMA C4.5,"Semakin berkembang perusahaan, semakin dibutuhkan juga kebutuhan tenaga manusiayang produktif. Perusahaan umumnya ingin memberikan kinerja yang terbaik dalam berinteraksi dengan pihak yang terkait, salah satunya yaitu konsumen. Untuk mewujudkan itu, suatu perusahaan akan mencari sumber daya manusia yang melaksanakan pekerjaannya dengan baik. Selama ini penyeleksian pada penilaian kerja masih dilakukan secara manual dengan memberikan kriteria tertentu oleh Human Resource Development. Banyaknya kriteria dan karyawan yang dipekerjakan cukup menyulitkan divisi HRD dalam penyeleksian karyawan terbaik. Selain itu, seringkali pengambil keputusan dinilai secara subyektif  karena suatu hubungan tertentu antara pelamar dan pengambil keputusan.  Kualitas kerja karyawan juga seringkali berubah-ubah. Ini sangat berpengaruh pada prospek perusahaan kedepannya. Kesibukan seorang manager membuat tatap muka dengan karyawan kurang. Tentu saja ini membuat pengawasan pada kinerja karyawan sulit dilakukan. Untuk itu dibuat suatu sisstem pendukung keputusan dalam melakukan penilaian kinerja karyawan. Sistem ini menggunakan algoritma C4.5 yang menggunakan teknik data mining untuk membuat pohon keputusan, algoritma ini dimulai dengan memasukkan data training ke dalam simpul akar pada  pohon  keputusan.  Data training  adalah  sampel  yang  digunakan  untuk membangun  model  classifier dalam  hal  ini  pohon  keputusan.  Pada proses monitoring karyawan akan dipantau untuk penentuan kenaikan gaji atau promosi jabatan."
218,SISTEM PENGENALAN EKSPRESI WAJAH MENGGUNAKAN METODE MODIFIKASI TWO DIMENSIONAL LINIER DISCRIMINANT ANALYSIS (2DLDA),"Pengenalan ekspresi wajah merupakan pengembangan dari pengenalan wajah dalam lingkungan pengenalan pola (feature recognition). Penelitian tentang pengenalan ekspresi wajah sangat bermanfaat pada berbagai bidang, contohnya pada bidang interaksi manusia dan komputer, dalam hal ini komputer mengenali ekspresi wajah pengguna, kemudian komputer secara terprogram dan melakukan intruksi yang sesuai dengan ekspresi wajah pengguna. Pada penelitian ini menggunakan database JAFFE (Japanese Female Facial Expression) dengan 7 macam ekspresi dari 10 wanita Jepang  dan masing-masing ekspresi ada 30 pose dengan ukuran dimensi citra 256 x 256 piksel.  Penelitian ini bertujuan untuk membangun sistem pengenalan ekspresi wajah menggunakan metode  ekstraksi fitur Two Dimensional Linear Discriminant Analysis Modification (Modifikasi 2DLDA), yang merupakan hasil pengembangan dari metode Two Dimensional Linear Discriminant Analysis (2DLDA) sedangkan 2DLDA adalah pengembangan dari metode Linear Discriminant Analysis (LDA). Sedangkan untuk pengukuran kemiripan menggunakan metode Two Dimensional Correlation Coefficient yaitu dengan cara mengalikan bobot training dengan bobot testing dan membaginya dengan hasil akar dari bobot training yang dikalikan dengan bobot testing. Hasil uji coba dengan tingkat akurasi tertinggi adalah sebesar 90,48% pada skenario 5 sedangkan tingkat akurasi terendah 52,08% pada skenario 4."
219,DETEKSI LOKASI PLAT NOMOR BERBASIS OPERASI MORFOLOGI PADA KENDARAAN RODA DUA,"Sistem  parkir  yang  berlaku  saat  ini  kebanyakan  masih  bersifat  pencatat  manual  untuk  memasuki  area 
perparkiran, dengan menggunakan karcis parkir sebagai tanda bukti. Dengan sistem tersebut masih memiliki 
kekurangan  dalam  tingkat  kebenaran  pencatat  nomor  kendaraan  (human  error)  dan  hal  ini  mempengaruhi 
lamanya proses pelayanan dari sistem perparkiran yang ada. Dalam penelitian ini sistem dibuat untuk bi sa 
mendeteksi  lokasi  plat  nomor.  Operasi  morfologi  merupakan  salah  satu  metode  yang  memfokuskan 
pengolahan bentuk atau segmen pada suatu citra. Berdasarkan hal tersebut maka dalam penelitian Tugas 
Akhir ini dibuat suatu sistem pendeteksi lokasi plat nomor dengan menggunnakan operasi morfologi. Dengan 
mengunakan  fungsi  dari   dilasi  untuk  menebalkan  citra,  erosi  untuk  menipiskan  citra,  opening  untuk 
digunakan  membuang  obyek  yang  dianggap  sebagai  noise.  Untuk  langkah    pertama  dalam  menjalankan 
sistem  yaitu  input  citra   kemudian  diproses   melalui  tiga  tahapan  yaitu  preprocessing,  seleksi  obyek  plat 
nomor  dan  selanjutnya  verifikasi  posisi  plat  nomor.  Output  yang  ditampilkan  yaitu  lokasi  dari  posisi  plat 
nomor pada suatu kendaraan yang mana ditandai dangan area persegi pada  input  citra.   Berdasarkan hasil uji coba  dari  empat  skenario  didapat  hasil  yang  terbaik  dari  skenario  ketiga  yaitu  label  8  disk  1  yang menghasilkan pendeteksian posisi plat nomor dengan 90 % sukses sedangkan yang error atau tidak terdeteksi sebanyak 10%."
220,"Pengenalan Pola Karakter PadaTulisan Multi Line
Berbasis Learning Vector Quantization","Pengenalan karakter merupakan pengenalan pola yang berbentuk karakter seperti huruf dan angka. Permasalahan yang muncul dalam melakukan proses pengenalan karakter pada tulisan adalah bagaimana sebuah metode pengenalan dapat mengenali berbagai karakter pada tulisan.Citra tulisan yang telah disimpan sebagai citra yang diolah agar dapat mengenali karakter huruf dan angka yang ada dalam citra tulisan. Penelitian ini, bertujuan untuk mengimplementasikan metode Learning Vector Quantization pada pengenalan teks multi line. proses yang dilakukan dalam mengenali teks multi line ada beberapa tahap, yaitu preprocessing, pelatihan dan pengenalan menggunakan metode Learning Vector  Quantization. Tahap preprocessing dimulai dari binerisasi, penghapusan noise, segmentasi menggunakan Profile Projection, dan normalisasi. Tahap preprocessing dilakukan agar memudahkan pelatihan citra tulisan, hasil setelah dilakukan tahap preprocessing adalah citra tiap karakter pada citra tulisan. Tahap selanjutnya adalah tahap pelatihan dan pengenalan. Pada tahap ini, metode Learning Vector Quantization digunakan untuk mengelompokkan karakter berdasarkan kelas masing-masing sehingga diperoleh bobot akhir. Untuk pengenalan karakter, data uji dihitung jarak minimum terhadap bobot akhir menggunakan Euclidean Distance dan data uji tiap karakter dimasukkan ke dalam masing-masing kelas berdasarkan jarak minimum tersebut. Percobaan yang dilakukan pada pengenalan karakter menggunakan metode Learning Vector Quantization mampu mengenali citra yang berisi citra yang belum dilatih dengan rata-rata 55.11%."
221,PENGENALAN CITRA KARAKTER TULISAN MULTI LINE BERBASIS TEMPLATE MATCHING CORRELATION,"Teknologi pengenalan karakter merupakan salah satu teknologi yang sangat bermanfaat untuk membantu manusia dalam hal pekerjaan dan proses digitalisasi. Maka dari itu banyak dilakukan penelitian mengenai pengenalan citra karakter. Penelitian Tugas Akhir ini menerapkan metode Template Matching Correlation untuk pengenalan karakter lebih dari satu baris (Multi Line). Terdapat tiga tahapan utama yang digunakan, yaitu tahap pre-processing, segmentasi dan pengenalan karakter. Tahap pre-processing ialah tahap merubah citra menjadi biner dan menghilangkan noise. Tahap kedua ialah segmentasi dengan Profil Proyeksi. Pada segmentasi Profil Proyeksi dilakukan proses pemotongan menurut baris dan kolom untuk mendapatkan citra karakter. Hasil citra karakter uji dan template harus disamakan ukuran agar dapat diproses pada tahap selanjutnya. Tahap ketiga yaitu pengenalan karakter digunakan Metode Template Matching Correlation untuk menghitung kedekatan antara karakter citra template dan citra uji. Cara kerja metode Template Matching Correlation ialah mencocokkan setiap piksel pada matrik citra uji dengan citra yang menjadi template acuan untuk mendapatkan nilai maksimum. Nilai maksimum tersebut yang dijadikan hasil dari pengenalan karakter tulisan. Pengujian dilakukan terhadap 40 citra dengan variasi dua hingga empat baris kalimat. Akurasi yang didapatkan dari pengujian tersebut cukup baik, yaitu sebesar 71% karakter dapat dikenali dengan  menggunakan metode Template Matching Correlation."
222,"IMPLEMENTASI SEGMENTASI PEMBULUH DARAH RETINA PADA CITRA FUNDUS MATA MENGGUNAKAN
LAPLACIAN OF GAUSSIAN","Teknologi di dunia kedokteran semakin berkembang. Hal tersebut memudahkan untuk mendeteksi penyakit pada manusia termasuk penyakit diabetes. Penyakit diabetes menyebabkan permasalahan pada mata yang disebut juga dengan  Diabetic Retinopathy. Untuk mendeteksi penyakit tersebut, tahap awal yang dilakukan adalah dengan melakukan segmentasi pada pembuluh darah. Penelitian ini menerapkan Laplacian of Gaussian sebagai metode segmentasi. Terbagi tiga proses utama antara lain preprocessing, segmentasi, dan perbaikan citra setelah proses segmentasi. Tahap pertama adalah preprocessing, yaitu mengambil citra green channel, dan memperbaiki kontras citra dengan Contrast Limited Adaptive Histogram Equalization (CLAHE). Tahap kedua adalah segmentasi dengan Laplacian of Gaussian. Laplacian of Gaussian mempunyai dua parameter, yaitu koordinat (x,y) dan variansi. Hasil dari Laplacian of Gaussian adalah matrik mask yang digunakan untuk mengkonvolusi citra. Tahap ketiga  dilakukan proses noise removal, overlapping mask, operasi morfologi dilasi dan field of view removal. Hasilnya dibandingkan dengan citra groundtruth untuk menghitung tingkat akurasi. Pengujian dilakukan pada database Digital Retinal Images for Vessel Extraction (DRIVE) sebanyak 20 citra. Hasil citra segmentasi dibandingkan dengan citra groundtruth. Akurasi dengan hasil terbaik sebesar 88,88 % dan 79,29 % untuk akurasi terendah. Rata-rata akurasi sebesar 85,53 %. Citra yang dihasilkan dari segmentasi cukup baik sehingga metode Laplacian of Gaussian mampu melakukan segmentasi dengan baik."
